"text","label"
"Bovespa registra o maior valor de mercado da sua história, com R$ 2,78 trilhões",1
"Empresas criam iniciativas para ajudar pequenos negócios; saiba como se beneficiar",1
"Produção da Petrobras cai em junho, Credit da ""upgrade duplo"" em seguradora, prévias de construtoras e mais destaques",0
"Ação da Suzano sobe 5%, Valid salta 9% e Hering avança 6% após balanços; Vale tem alta de 2% com China",1
"Apesar de queda pontual, Ibovespa deve buscar os 115 mil pontos, diz analista",0
"Em NY, Dilma revela 'extrema preocupação' com crise",0
"Vale sobe com commodities e já salta 8,5% no ano; CSN avança mais de 1% com planos para se desfazer de Usiminas",1
"BofA recomenda compra de ação que já valorizou 8.000%",1
"Bovespa reage após Moro condenar Lula a nove anos de prisão; entenda",1
"Itaú lucra R$ 6,28 bi e lucro da TIM avança 66%; proposta da Boeing pela Embraer, 3 recomendações e mais destaques",1
"Azul quer estrear na Bovespa no 1º bimestre de 2017, diz fonte",1
"Petrobrás ataca propostas da ANP para reduzir preço diesel",0
"Petrobras comenta decisão do STF, Eletropaulo tem prejuízo e Hypera supera maior projeção de lucro; veja destaques",0
"Petrobras lucra R$ 40,1 bilhões em 2019, maior valor nominal da história das empresas de capital aberto",1
"Magazine Luiza tem melhor trimestre da história; dividendo ""extra"" do Itaú e mais notícias no radar",1
"Bovespa registra queda de 0,31%, pressionada pelas ações da Vale",0
"Petrobras e sindicatos recebem proposta de acordo coletivo do TST",1
"O limite da irresponsabilidade",0
"Petrobras se ajusta a ADRs e cai mais de 1%; Itaú tem queda após resultado",0
"Itaú e Bradesco cravam novo corte na Selic este mês após IPCA",1
"Ação da Vale está bastante descontada mesmo se empresa sofrer multa bilionária, avalia XP",0
"Investimento estrangeiro na Bovespa fica positivo em R$ 2,904 bilhões em maio",1
"Com redução nos conflitos internacionais, Bovespa cresce 0,74% nesta segunda",1
"Petrobras afirma que pode recuperar até R$ 16,9 bilhões após ganhar causa sobre PIS/Cofins",1
"PF indicia funcionários da Vale por Brumadinho; Oi tenta vender fatia na Unitel e mais destaques",0
"Petrobras cai quase 2% seguindo petróleo; Vale tem queda com ação do MP e mais destaques",0
"Maldição de maio assombra investidor e leva mercado a cautela",0
"Ambev inaugura fábrica só de latinhas e busca controlar custos em meio às mudanças no consumo com pandemia",1
"4 grandes bancos recomendam ""compra"" para BR Distribuidora; Credit eleva preço-alvo de Vale, duas prévias e mais",1
"Itaú, Ambev e Magazine Luiza lideram ranking de marcas solidárias na pandemia",1
"BM&F Bovespa realiza cerimônia para comemorar primeiro IPO de 2017",1
"Mais de 40% dos foliões consumiram novas bebidas na Ambev neste Carnaval",1
"Lula enganou o mundo, diz jornal americano Wall Street Journal",0
"Suzano elevada, BRF rebaixada e 6 recomendações; CEO da Vale fala de dividendos ao FT e mais 5 notícias no radar",1
"Bom desempenho dos papéis na Bovespa beneficia fundos Vale do Rio Doce",1
"Vale cai 2% seguindo derrocada do minério em meio à tensão China-EUA; siderúrgicas em baixa",0
"Ibovespa em tendência de queda no gráfico diário; só Vale se mantém na compra",1
"Prejuízos fazem Deca deixar a Argentina",0
"Programa de desligamento do BB tem mais de 2,3 mil adesões",0
"Ibovespa cai com exterior e indicado na Vale",0
"BM&F Bovespa abre pregão com iniciativa sobre igualdade de gênero",1
"Cielo dispara 5%, Itaú sobe e mais 6 ações reagem a balanços do 3° tri; Braskem cai após saltar 12% ontem",1
"Índice de dividendos valoriza o triplo do Ibovespa em 6 anos; invista com custo baixo",1
"China promete tomar “contramedidas necessárias” em reação a tarifa de 10% dos EUA",0
"Vale pagará R$ 2,40 brutos por ação a investidores, totalizando R$ 12,4 bi; para analistas, “é só o começo”",1
"Ibovespa segura os 99 mil pontos, mas cai 1,2% e volta a patamares pré-reforma",0
"Petrobras notificada na Argentina por perda com Lava Jato, Via Varejo faz parceria e outras notícias",0
"Vale, Itaú Unibanco e mais 4 ações para investir nesta semana",1
"Vale retifica pagamento de remuneração de debêntures",1
"Ambev fecha transação para formar aliança estratégica no Caribe",1
"Petrobras salta 5% com cessão onerosa; Eletrobras dispara 18% e só duas ações do Ibovespa caem mais de 1%",1
"Bovespa sobe após dados do mercado de trabalho dos EUA e com recuperação de bancos",1
"Para Itaú, com ou sem reforma, haverá descumprimento do teto dos gastos em 2019",0
"Cervejaria produzirá álcool em gel para doar a hospitais públicos",1
"Bovespa dispara 3,72% após condenação de Lula",1
"Dólar bate R$ 4 com aversão a risco por impasse comercial entre EUA e China",0
"Analista antecipa rali da Vale e inclui ação na carteira semanal da XP; potencial de alta é de mais de 14%",1
"Maior crise que o brasileiro vive é a de perspectiva, diz presidente do Data Popular",0
"AmBev anuncia proventos, bonificação e resultado de recompra de ações",1
"Bolsa recupera 100 mil pontos e dólar fecha a R$ 4,17, maior cotação em quase um ano",1
"Focus reduz expectativa de inflação e mantém previsão de Selic a 5%",0
"Em dia de euforia das commodities, opções da Vale e Gerdau disparam mais de 300%",1
"JBS e Braskem saltam após balanços; Vale e siderúrgicas avançam com commodities",1
"Solução de bilionário para crise de refugiados: contratá-los",0
"Anúncio da China deve impactar Vale; 4 recomendações, Petrobras e mais destaques no radar",0
"Ações vão de alta de 4% a baixa de 6% em reação a balanços; Petrobras e Vale sobem 1%",1
"Ibovespa fecha abaixo dos 100 mil pontos pelo quarto pregão seguido: o ânimo acabou?",0
"Descubra porque a Bovespa permanece desvalorizada mesmo após recordes",0
"BlackRock eleva participação na Petrobras; Itaú elevado a compra pelo Credit, BRF na mira da Carne Fraca e mais destaques",1
"Petrobras tem boa notícia vinda da ANP; lucro da TIM salta 53%, alerta para Multiplus e mais notícias",1
"Bovespa cresce 0,76% nesta segunda, após queda de quase 1% na semana passada",1
"Ultrapar dispara 7,5% com resultado e Petrobras sobe 2% antes de balanço; veja os destaques",1
"Uma ação que pode se multiplicar por 4 vezes nos próximos anos na Bovespa; confira no XP Connection",1
"Por que o resultado da Vale animou a Bovespa mas o da Natura decepcionou? Confira",1
"Itaú BBA elege vencedoras com queda da Selic; reações aos balanços de Fibria e Cielo e mais 6 notícias",1
"Ideias mortas",0
"Ibovespa dispara mais de 2% com ""efeito Alckmin"" e Petrobras; dólar afunda para R$ 3,70",1
"Queda de 2% do Ibovespa com Argentina abre oportunidade com pozinhos",0
"Ação da Usiminas salta 10% e Petrobras sobe 3%; varejistas caem forte com recomendações e IRB recua 5%",1
"Vale cai 24% e perde R$ 72 bilhões de valor após tragédia em Brumadinho; ação da Ambev dispara 4% e Petrobras cai 3%",0
"Ação de empresa de piscicultura valoriza 2.500% em meio à pandemia",1
"Bovespa fecha em queda e segue abaixo dos 100 mil pontos",0
"BRF salta 12% com reestruturação de R$ 5 bilhões de Parente; Vale e Petrobras caem mais de 1%",0
"Presidenciáveis rejeitam renovar subsídio de R$ 18 bi ao diesel em janeiro",0
"Bovespa recua 0,68% nesta segunda-feira, com investidores mais cautelosos",0
"Vale opta por flexibilizar contratos de longo prazo de minério de ferro",1
"Vale cai 10% no ano, e agora? Analistas divergem sobre dois fatores-chave para o futuro da ação",0
"Ação valoriza 22% e deve subir mais 20%; veja por que comprar",1
"Bovespa cai 1,98% nesta quinta-feira; Vale e Petrobras impulsionam a baixa",0
"Itaú cita incerteza sobre reformas e reduz previsão de corte da Selic para 1,00pp",0
"BR Distribuidora estreia na bolsa, IPO do Burger King supera R$ 2 bi, Vale e Vivo aprovam JCP e mais destaques",1
"Vale dispara 5% com boas notícias da China e Eletrobras sobe após decisão do STF",1
"Banco Central do Brasil acompanha atentamente crise na Argentina",0
"Ibovespa é “salvo” por declaração de Paulo Guedes e fecha semana mais curta em alta",0
"Petrobras tem o menor patamar de endividamento desde 2012",1
"Por que ainda vale a pena comprar uma ação que sobe 127% em 2018?",1
"Black Friday na Bovespa: 8 ações que estão com “desconto” de até 58%",1
"País terá de crescer 3% para garantir folga fiscal, diz Itaú",1
"Fechamento de vagas de trabalho no Brasil pode ter parado em janeiro, avalia Itaú",0
"Dados da China animam e Vale sobe mais de 1%",1
"Dividendos: Vale propõe remuneração adicional de US$ 300 milhões para 2005",1
"Críticas de Guedes ao relatório da Previdência derrubam Bolsa",0
"Ibovespa sobe 2% e dólar cai até R$ 3,69 com Bolsonaro mais próximo da vitória e EUA em alta",1
"Com volatilidade em queda, opções do Itaú ficam atrativas na bolsa; veja como se posicionar nesses ""pozinhos""",1
"Cenário externo derruba os mercados",0
"Como quatro jovens empreendedores alavancam a energia solar no Brasil",1
"A hora de agarrar uma oportunidade em uma grande empresa",1
"Ação da Via Varejo dispara 74%",1
"BB estuda vender R$ 6,5 bi em ações e sair da Cielo",0
"Itaú BBA eleva preço justo de ação que acumula alta de 124% em 2017",1
"Petrobras tem 2º trimestre notável e ações disparam - mas isso não afasta preocupação do investidor",1
"Vale cai com declaração de força maior, bancos e Petrobras caem até 2%; apenas 2 ações do Ibovespa sobem",0
"Analistas aplaudem transformações da Ambev – mas ainda não veem impacto nas ações da companhia",1
"Petrobras mostrará seu valor após nuvem eleitoral, diz CFO",1
"Vale retifica sobre primeira parcela da remuneração do acionista",1
"Bolsas despencam com contra-ataque chinês em guerra comercial",0
"Dez das maiores empresas do país perderam R$ 1,2 bi com caminhoneiros",0
"Investidores abrem processo nos EUA contra a Vale",0
"Bolsa cai 1% com realização de lucros; dólar recua para R$ 3,74",0
"Não temos mais ""sofrência"" na Petrobras, diz Ivan Monteiro",1
"Petrobras retira bloqueio cautelar da Odebrecht; japonesa de olho na Vale e mais destaques",1
"Possível liberação de saques do FGTS melhora resultados da Bolsa",1
"Itaú BBA reduz preço justo da Petrobras e mais 3 notícias da estatal; 2 recomendações e outros destaques",0
"Petrobras despenca 14% e puxa Bovespa, que cai 4,49%",0
"Petróleo fecha em forte alta, de quase 15%, após ataques na Arábia Saudita",0
"Vale é punida por Justiça na Suíça",0
"Bradesco rebaixa ação que valorizou 69% e vê momento para realização de lucros",1
"Fundos de privatização da Vale do Rio Doce mostram o maior retorno em trinta dias",1
"Dólar vai a R$ 4 e Ibovespa cai mais de 2% com primárias argentinas",0
"Bolsa brasileira cai 8% em cinco sessões; dólar sobe para R$ 3,73",0
"Ação da CSN fecha em alta após resultado; Suzano e Klabin sobem 4%",1
"Petrobras reduz preço da gasolina, Santander rebaixado pelo Credit e mais recomendações no radar",1
"Vale trata a Amazônia como 'almoxarifado', diz governador do Pará",0
"Petrobras perde R$ 32 bilhões de valor de mercado após Bolsonaro intervir em reajuste",0
"Petrobras vai antecipar pagamento de R$ 652 milhões aos acionistas",1
"Vale cai com tensão entre EUA e China; confira mais destaques",0
"Petrobras atinge maior valor desde que Dilma foi anunciada candidata do PT",1
"Vale anuncia lucro líquido em alta",1
"O tamanho do estrago que os EUA e China podem causar com a guerra comercial",0
"Em nova máxima, Petrobrás sobe preço da gasolina em 1%",0
"Ibovespa avança 1,6% puxado por bancos, Petrobras e Vale; dólar sobe pelo 4º dia e vai a R$ 3,67",1
"Alta das ações da Vale impulsinou os fundos CVRD-FGTS em janeiro",1
"Giro financeiro no segmento Bovespa sobe 4,2% e atinge R$ 112,01 bilhões em agosto",1
"Petrobras perde ação trabalhista que pode custar R$ 17 bilhões para a empresa",0
"Ações de Vale passam por leilão após BNDES anunciar venda",1
"Em dia de forte aversão ao risco, 17 ações do Ibovespa caem mais de 5%; só Suzano fecha em alta",0
"Ambev compra cervejaria dominicana por US$ 1,2 bilhão",1
"Ambev abre programa de trainee com salário inicial de R$ 6,4 mil",1
"Vale comunica ao mercado o pagamento de remuneração sobre suas debêntures",1
"Azul faz sua estreia na Bovespa com movimentação de R$ 2 bilhões",1
"Assembleia aprova lei que reduz imposto sobre cerveja produzida com mandioca plantada em Goiás",1
"Bovespa mostra indefinição em meio a cautela com Trump e balanços corporativos",0
"Bovespa sobe 1,75% e fecha na máxima desde abril de 2012",1
"Call da virada: analista fecha 3 operações com Vale com ganhos de até 340%",1
"Bolsonaro diz que postos de combustíveis não acompanham ajustes da Petrobras",1
"Após Ibope, Petrobras ganha R$ 22 bi de valor e bancos disparam até 11%; veja mais destaques",1
"Vale sobe com dividendos, mudanças no Ibovespa impactam 2 ações e construtora dispara 20% com lucro bilionário",1
"Ação da Petrobras zera ganhos; Saraiva sai de alta de 100% para queda de 23% e Eternit sobe 51%",0
"Petrobras sobe mais de 2% após derrocada com TST; Vale e siderúrgicas avançam com alívio em guerra comercial",1
"Instabilidade não deve ficar restrita a maio",0
"Bovespa opera em alta nesta quinta-feira, após votação na Câmara",1
"Com ganhos de até 80% em um ano, Itaú, Bradesco e BB ainda têm ""espaço"" para surpreender no 2° semestre?",1
"Dólar cai a R$ 3,77 nesta sexta, mas fecha segunda semana de alta",0
"Bovespa fecha em alta e volta aos 100 mil pontos depois de mais de 1 mês",1
"Diesel volta a subir nos postos apesar de programa de subsídio do governo",0
"Cautela com eleições faz Bolsa cair 1,49%; dólar fecha perto da estabilidade",0
"Itaú reduz projeção de inflação para 3,3% em 2017 e vê ciclo mais longo de corte de juros",1
"ENTREVISTA-Kinea, do Itaú Unibanco, pode lançar fundo de infraestrutura em 2017",1
"Empresas doam 540 mil fatias de pão para comunidades vulneráveis",1
"Locamerica dispara 11% após anúncio de fusão com Unidas; Vale supera os R$ 40 e varejistas têm nova alta",1
"Vale cai mais de 4% com parecer de CPI e derruba Bolsa",0
"Bolsa fecha em leve baixa pressionada por Petrobras e bancos; dólar fecha estável",0
"Itaú aprova desdobramento em 50% das ações e acionistas saem ganhando",1
"Dia azedo no mercado: Santander vira para queda e segue demais bancos; Petrobras e Vale caem mais de 1%",0
"Crise fiscal brasileira também é culpa da sociedade, diz Marcos Lisboa",0
"Vale ignora minério de ferro e cai, BB Seguridade recua após balanço abaixo do esperado e outros destaques",0
"Bovespa cai e dólar sobe com agravamento da guerra comercial entre EUA e China",0
"Bovespa fecha em queda nesta terça, abaixo dos 100 mil pontos",0
"Petrobras eleva preço do diesel, Embraer vai fabricar novo cargueiro com Boeing e mais notícias",1
"Ação da Usiminas sobe 5% com recomendação e Ambev salta com sinais de retomada; Petrobras avança 2% após Opep+",1
"Marcha na República Dominicana reúne milhares contra caso de suborno da Odebrecht",0
"O bom humor voltou ao mercado. Veio para ficar?",1
"Real tem pior mês desde perda do grau de investimento",0
"Lucro da Vale sobe 40% e atinge US$ 5,51 bilhões no acumulado de 2017",1
"Leilão da  Aneel na Bovespa arremata mais de  de R$ 360 milhões",1
"Petrobras segue top pick do Itaú BBA; balanços de Sabesp e Marfrig e mais destaques do mercado",1
"Petrobras precisa sim ter sua política de preços, diz ministro da Fazenda",0
"Fim do monopólio da Petrobras no mercado de gás está próximo",0
"Petrobrás eleva preço da gasolina em 3,5% e do diesel em 4,2%",0
"Lucro do Magazine Luiza salta 594% e Itaú supera estimativas; recomendações, Petrobras e mais destaques",1
"Paralisação de caminhoneiros gera perdas de mais de R$ 5 bi à agropecuária, diz Ipea",0
"Cemig salta 5% com avaliação de ativos; Vale sobe 3% e JBS cai 2% após balanço de subsidiária",1
"Nova tabela do frete mínimo vai incluir reajuste de 13% do diesel",0
"Com piora do cenário doméstico e queda do petróleo, Bolsa perde os 97 mil pontos",0
"Itaú sobe 2% e Magazine Luiza salta 4% após balanços; Suzano dispara 8% com Novo Mercado",1
"Zelotes atinge bancos e Itaú, BB e Bradesco encolhem R$ 9 bilhões na Bolsa",0
"Procon-SP recomenda à Gol suspensão imediata de operação do Boeing 737 MAX 8",0
"CVM processa Dilma e conselho da Petrobras por compra de Pasadena",0
"Bolsa cai 1,34% com prisão de Temer e projeto de militares",0
"Vale, Petrobras e bancos correspondem a metade do ""novo"" Ibovespa",1
"Bovespa: Veja cinco corretoras que ajudarão nos seus negócios",1
"Como investir e comprar ações da Petrobras (PETR4 e PETR3)?",1
"A Vale ainda não entrou na produção de aço, felizmente",0
"Nova derrota do governo e retração no 1º tri derrubam Bolsa; dólar vai a R$ 4",0
"Ação barata e carteira de crédito defensiva: os trunfos do BB destacados por analistas após o balanço do 1º tri",1
"Bradesco BBI destaca um dos ""melhores ativos do Brasil"", Itaú BBA corta projeção de bancos e mais 13 empresas no radar",1
"Petrobras e Vale disparam mais de 3% após balanço",1
"Bovespa fecha em leve queda, com ajuste de bancos e chegada do Amazon Prime no Brasil",0
"Ambev lucra R$ 11,78 bilhões em 2019, alta de 7%; volume de vendas de cerveja sobe 1,4% no 4º trimestre",1
"Ações do Itaú ainda não ""azedaram de vez"" por conta de um importante suporte",0
"Com cenário positivo, fundos da Vale registraram bons ganhos em trinta dias",1
"Guerra comercial, crise na Argentina e risco de recessão: como gestores brasileiros estão investindo?",0
"Santander avança 2% com ""prévia"" do resultado do 1º trimestre; Vale e siderúrgicas sobem 1%",1
"Banco do Brasil tem lucro líquido ajustado de R$ 3,31 bi no segundo trimestre, queda de 25,3%",1
"Petrobras tem queda na produção, Vale divulga data do balanço do terceiro trimestre e mais notícias",0
"Ibovespa cai 0,14% e encerra sequência de 4 altas puxado por bancos e varejo",0
"Google completa 16 anos na Bolsa com alta de 3.500% das ações e sem nunca ter distribuído dividendos",1
"Petrobras e Vale ""contrariam"" desempenho das commodities e têm leves ganhos; veja mais destaques",1
"Bolsa termina junho com alta de 4,06%, melhor resultado mensal desde janeiro",1
"Bovespa sobe 1,5% e fecha no maior patamar desde janeiro de 2013",1
"Bovespa sobe 1,6% e recupera os 60 mil pontos; Banco do Brasil é destaque positivo",1
"Petrobras vai instaurar comissão para investigar incêndio em Centro de Pesquisa",0
"Petrobrás já vale 65,5% do seu patrimônio; ações abrem em baixa",0
"‘A Bolsa ainda é nossa maior aposta para o ano’, diz diretor do Itaú",1
"Petrobras salta até 5% após balanço surpreendentemente positivo; B2W e Ultrapar sobem após balanços",1
"Itaú Unibanco perde processo no Carf sobre tributação de usufruto de ações",0
"Petrobras perto de fechar acordo de cessão onerosa, Temer corre para concluir venda de Embraer e mais destaques",1
"Bovespa: veja quatro dicas para escolher o melhor título no Tesouro Direto",1
"Estudo mostra que lama de Mariana atingiu Abrolhos sete meses após tragédia",0
"Bovespa cresce 0,24% nesta segunda, com avanço nas ações da Vale",1
"Coreia do Norte condena Trump à pena de morte após “declaração de guerra”",0
"Rebalanceamento do MSCI afetará 4 ações e deve ""tirar"" US$ 23 milhões da Bovespa",0
"Estreia na Bovespa, lucro de R$ 1,9 bi da Itaúsa e mais 2 balanços, Petrobras e mais 12 notícias",1
"Ambev fabricará e doará 3 milhões de máscaras de proteção facial feitas com pet",1
"Bovespa recua quase 1,5% com cautela no exterior",0
"A Companhia Vale do Rio Doce vai investir US$ 4,6 bilhões em 2006",1
"Petrobras salta 6% de olho em cessão onerosa; bancos disparam até 7% e Cielo sobe 6%",1
"Ações do Itaú e de mais dois bancos serão negociadas ""ex"" no próximo pregão; confira os valores",1
"BB limita dividendo a 25% do lucro; Petrobras cria plano de aposentadoria incentivada e mais destaques",1
"Após Santander, Banco do Brasil reduz taxas de fundos DI para 3%",1
"Dia D para a recuperação judicial da Oi; Petrobras, Vale e mais destaques no radar",1
"Vale confirma descoberta de hidrocarbonetos na Bacia de Santos",1
"Vale mergulha 4% em uma hora e meia; Itaú diz que ""fatores que conduziram o rali vão se dissipar""",0
"Bovespa sobe 0,32% amparada em ganhos do Itaú e da Vale",1
"Sob impacto dos caminhoneiros, inflação dobra em maio",0
"Analista abre recomendação em Vale e chama atenção para as ações dos bancos e Usiminas",1
"Vale reverte prejuízo e lucra US$ 995 milhões no segundo trimestre de 2020",1
"Com incertezas no cenário externo e local, Bolsa cai 0,73% e dólar sobe",0
"Volume do segmento Bovespa soma R$ 177 bilhões e atinge recorde em agosto",1
"Ibovespa vira para queda na contramão do exterior após novo adiamento da Previdência",0
"Petrobrás recorre ao STF contra ação trabalhista de R$ 17 bi",0
"Decisão de Trump pode ser uma “declaração de guerra” no Oriente Médio, afirma diplomata britânico",0
"Itaú estuda nova emissão de títulos perpétuos para reforçar capital",1
"Itaú, Bradesco e Santander lucram juntos R$ 14,5 bilhões no 2º tri, alta de 14% em um ano",1
"Petrobras cai 7% de olho em ação trabalhista bilionária; Eletrobras despenca 8% e só 10 ações sobem",0
"Além da Apple: 14 empresas que já estão sofrendo com a guerra comercial entre EUA e China",0
"BB tem bom resultado, mas deixa pergunta: como a nova gestão lidará com os desafios do banco estatal?",1
"Ação do IRB perde força no final do pregão, mas sobe 27% na semana; Suzano sobe mais de 4%",1
